
******************************directory****************************
spec_dir: /home/cuihongwei/experiment/mcpat-gem5-master/spec2006
run_dir:  /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332/run
gem5_dir: /home/cuihongwei/experiment/experiment-gem5/raw-gem5
gem5_output_dir: /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332
benchmark_output:/home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332

******************************benchmark****************************
target:     401.bzip2
executable: bzip2
args:       input.combined 200
input:      
output:     /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332/run/input.combined.out
errout:     /home/cuihongwei/experiment/simpoint/401.bzip2/arm-401.bzip2-input6-190517-230332/run/input.combined.err

******************************gem5****************************
arch:       /home/cuihongwei/experiment/experiment-gem5/raw-gem5/build/ARM/gem5.opt
config:     /home/cuihongwei/experiment/experiment-gem5/raw-gem5/configs/example/se.py
args:       --simpoint-profile --simpoint-interval=100000000 --maxinsts=900000000000 --cpu-type=NonCachingSimpleCPU --mem-type=SimpleMemory --mem-size=8GB

******************************simulation****************************
start time:(year-mon-day hour-minute-second)19-05-17 23-03-32
gem5 Simulator System.  http://gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 compiled May 17 2019 22:58:52
gem5 started May 17 2019 23:03:33
650000215500: system.cpu: Running Insts:      1300000000
655000215500: system.cpu: Running Insts:      1310000000
660000215500: system.cpu: Running Insts:      1320000000
665000215500: system.cpu: Running Insts:      1330000000
670000215500: system.cpu: Running Insts:      1340000000
675000215500: system.cpu: Running Insts:      1350000000
680000215500: system.cpu: Running Insts:      1360000000
685000215500: system.cpu: Running Insts:      1370000000
690000215500: system.cpu: Running Insts:      1380000000
695000215500: system.cpu: Running Insts:      1390000000
700000215500: system.cpu: Running Insts:      1400000000
705000215500: system.cpu: Running Insts:      1410000000
710000215500: system.cpu: Running Insts:      1420000000
715000215500: system.cpu: Running Insts:      1430000000
720000215500: system.cpu: Running Insts:      1440000000
725000215500: system.cpu: Running Insts:      1450000000
730000215500: system.cpu: Running Insts:      1460000000
735000215500: system.cpu: Running Insts:      1470000000
740000215500: system.cpu: Running Insts:      1480000000
745000215500: system.cpu: Running Insts:      1490000000
750000215500: system.cpu: Running Insts:      1500000000
755000215500: system.cpu: Running Insts:      1510000000
760000215500: system.cpu: Running Insts:      1520000000
765000215500: system.cpu: Running Insts:      1530000000
770000215500: system.cpu: Running Insts:      1540000000
775000215500: system.cpu: Running Insts:      1550000000
780000215500: system.cpu: Running Insts:      1560000000
785000215500: system.cpu: Running Insts:      1570000000
790000215500: system.cpu: Running Insts:      1580000000
795000215500: system.cpu: Running Insts:      1590000000
800000215500: system.cpu: Running Insts:      1600000000
805000215500: system.cpu: Running Insts:      1610000000
810000215500: system.cpu: Running Insts:      1620000000
815000215500: system.cpu: Running Insts:      1630000000
820000215500: system.cpu: Running Insts:      1640000000
825000215500: system.cpu: Running Insts:      1650000000
830000215500: system.cpu: Running Insts:      1660000000
835000215500: system.cpu: Running Insts:      1670000000
840000215500: system.cpu: Running Insts:      1680000000
845000215500: system.cpu: Running Insts:      1690000000
850000215500: system.cpu: Running Insts:      1700000000
855000215500: system.cpu: Running Insts:      1710000000
860000215500: system.cpu: Running Insts:      1720000000
865000215500: system.cpu: Running Insts:      1730000000
870000215500: system.cpu: Running Insts:      1740000000
875000215500: system.cpu: Running Insts:      1750000000
880000215500: system.cpu: Running Insts:      1760000000
885000215500: system.cpu: Running Insts:      1770000000
890000215500: system.cpu: Running Insts:      1780000000
895000215500: system.cpu: Running Insts:      1790000000
900000215500: system.cpu: Running Insts:      1800000000
905000215500: system.cpu: Running Insts:      1810000000
910000215500: system.cpu: Running Insts:      1820000000
915000215500: system.cpu: Running Insts:      1830000000
920000215500: system.cpu: Running Insts:      1840000000
925000215500: system.cpu: Running Insts:      1850000000
930000215500: system.cpu: Running Insts:      1860000000
935000215500: system.cpu: Running Insts:      1870000000
940000215500: system.cpu: Running Insts:      1880000000
945000215500: system.cpu: Running Insts:      1890000000
950000215500: system.cpu: Running Insts:      1900000000
955000215500: system.cpu: Running Insts:      1910000000
960000215500: system.cpu: Running Insts:      1920000000
965000215500: system.cpu: Running Insts:      1930000000
970000215500: system.cpu: Running Insts:      1940000000
975000215500: system.cpu: Running Insts:      1950000000
980000215500: system.cpu: Running Insts:      1960000000
985000215500: system.cpu: Running Insts:      1970000000
990000215500: system.cpu: Running Insts:      1980000000
995000215500: system.cpu: Running Insts:      1990000000
1000000215500: system.cpu: Running Insts:      2000000000
1005000215500: system.cpu: Running Insts:      2010000000
1010000215500: system.cpu: Running Insts:      2020000000
1015000215500: system.cpu: Running Insts:      2030000000
1020000215500: system.cpu: Running Insts:      2040000000
1025000215500: system.cpu: Running Insts:      2050000000
1030000215500: system.cpu: Running Insts:      2060000000
1035000215500: system.cpu: Running Insts:      2070000000
1040000215500: system.cpu: Running Insts:      2080000000
1045000215500: system.cpu: Running Insts:      2090000000
1050000215500: system.cpu: Running Insts:      2100000000
1055000215500: system.cpu: Running Insts:      2110000000
1060000215500: system.cpu: Running Insts:      2120000000
1065000215500: system.cpu: Running Insts:      2130000000
1070000215500: system.cpu: Running Insts:      2140000000
1075000215500: system.cpu: Running Insts:      2150000000
1080000215500: system.cpu: Running Insts:      2160000000
1085000215500: system.cpu: Running Insts:      2170000000
1090000215500: system.cpu: Running Insts:      2180000000
1095000215500: system.cpu: Running Insts:      2190000000
1100000215500: system.cpu: Running Insts:      2200000000
1105000215500: system.cpu: Running Insts:      2210000000
1110000215500: system.cpu: Running Insts:      2220000000
1115000215500: system.cpu: Running Insts:      2230000000
1120000215500: system.cpu: Running Insts:      2240000000
1125000215500: system.cpu: Running Insts:      2250000000
1130000215500: system.cpu: Running Insts:      2260000000
1135000215500: system.cpu: Running Insts:      2270000000
1140000215500: system.cpu: Running Insts:      2280000000
1145000215500: system.cpu: Running Insts:      2290000000
1150000215500: system.cpu: Running Insts:      2300000000
1155000215500: system.cpu: Running Insts:      2310000000
1160000215500: system.cpu: Running Insts:      2320000000
1165000215500: system.cpu: Running Insts:      2330000000
1170000215500: system.cpu: Running Insts:      2340000000
1175000215500: system.cpu: Running Insts:      2350000000
1180000215500: system.cpu: Running Insts:      2360000000
1185000215500: system.cpu: Running Insts:      2370000000
1190000215500: system.cpu: Running Insts:      2380000000
1195000215500: system.cpu: Running Insts:      2390000000
1200000215500: system.cpu: Running Insts:      2400000000
1205000215500: system.cpu: Running Insts:      2410000000
1210000215500: system.cpu: Running Insts:      2420000000
1215000215500: system.cpu: Running Insts:      2430000000
1220000215500: system.cpu: Running Insts:      2440000000
1225000215500: system.cpu: Running Insts:      2450000000
1230000215500: system.cpu: Running Insts:      2460000000
1235000215500: system.cpu: Running Insts:      2470000000
1240000215500: system.cpu: Running Insts:      2480000000
1245000215500: system.cpu: Running Insts:      2490000000
1250000215500: system.cpu: Running Insts:      2500000000
1255000215500: system.cpu: Running Insts:      2510000000
1260000215500: system.cpu: Running Insts:      2520000000
1265000215500: system.cpu: Running Insts:      2530000000
1270000215500: system.cpu: Running Insts:      2540000000
1275000215500: system.cpu: Running Insts:      2550000000
1280000215500: system.cpu: Running Insts:      2560000000
1285000215500: system.cpu: Running Insts:      2570000000
1290000215500: system.cpu: Running Insts:      2580000000
1295000215500: system.cpu: Running Insts:      2590000000
1300000215500: system.cpu: Running Insts:      2600000000
1305000215500: system.cpu: Running Insts:      2610000000
1310000215500: system.cpu: Running Insts:      2620000000
1315000215500: system.cpu: Running Insts:      2630000000
1320000215500: system.cpu: Running Insts:      2640000000
1325000215500: system.cpu: Running Insts:      2650000000
1330000215500: system.cpu: Running Insts:      2660000000
1335000215500: system.cpu: Running Insts:      2670000000
1340000215500: system.cpu: Running Insts:      2680000000
1345000215500: system.cpu: Running Insts:      2690000000
1350000215500: system.cpu: Running Insts:      2700000000
1355000215500: system.cpu: Running Insts:      2710000000
1360000215500: system.cpu: Running Insts:      2720000000
1365000215500: system.cpu: Running Insts:      2730000000
1370000215500: system.cpu: Running Insts:      2740000000
1375000215500: system.cpu: Running Insts:      2750000000
1380000215500: system.cpu: Running Insts:      2760000000
1385000215500: system.cpu: Running Insts:      2770000000
1390000215500: system.cpu: Running Insts:      2780000000
1395000215500: system.cpu: Running Insts:      2790000000
1400000215500: system.cpu: Running Insts:      2800000000
1405000215500: system.cpu: Running Insts:      2810000000
1410000215500: system.cpu: Running Insts:      2820000000
1415000215500: system.cpu: Running Insts:      2830000000
1420000215500: system.cpu: Running Insts:      2840000000
1425000215500: system.cpu: Running Insts:      2850000000
1430000215500: system.cpu: Running Insts:      2860000000
1435000215500: system.cpu: Running Insts:      2870000000
1440000215500: system.cpu: Running Insts:      2880000000
1445000215500: system.cpu: Running Insts:      2890000000
1450000215500: system.cpu: Running Insts:      2900000000
1455000215500: system.cpu: Running Insts:      2910000000
1460000215500: system.cpu: Running Insts:      2920000000
1465000215500: system.cpu: Running Insts:      2930000000
1470000215500: system.cpu: Running Insts:      2940000000
1475000215500: system.cpu: Running Insts:      2950000000
1480000215500: system.cpu: Running Insts:      2960000000
1485000215500: system.cpu: Running Insts:      2970000000
1490000215500: system.cpu: Running Insts:      2980000000
1495000215500: system.cpu: Running Insts:      2990000000
1500000215500: system.cpu: Running Insts:      3000000000
1505000215500: system.cpu: Running Insts:      3010000000
1510000215500: system.cpu: Running Insts:      3020000000
